 يوليو هجوم مسلح استهدف فندق إمبريال مرحبا في المنطقة السياحية المشهورة مرسى القنطاوي في مدينة سوسة في تونس خلف الهجوم حوالي  قتيل من بينهم المسلح أغلبهم من السياح و جريح,Arabic
 يونيو  - قتل شخصان في انفجار سيارة في القطيف المملكة العربية السعودية قبل صلاة المغرب مباشرة تمكن ثلاثة رجال متورطين في الهجوم من الفرار وتعقبهم قوات الأمن في المنطقة,Arabic
"""تركني ويليمز لمدة نصف ساعة بالقرب من منزل السيدة النبيلة في ليلة الجريمة وعاد بدون قبعته ثم أخرج حبلا مربوط بخطاف وأخرج سلاح الجريمة وكسره إلى جزئين ثم قام بدفنهم على الشاطئ""",Arabic
"""وسوف يفهم البيت أنه لا توجد أي مسؤولية تقع على عاتق وزير الداخلية وإنما على الأرجح ما يجب أن يمارس فيما يتعلق بأحلقية الرحمة وبطيبعة الحال  فإن أي رجل سيكون ممتنا في حال عثوره على دليل مباشر أو سبب أو من الممكن أن أقول اختلاق عذر أو سبب ما يمكنه من حماية حياة بشرية و لكن وظيفتي هي العمل وفقا للقانون وتقاليد مكتبي",Arabic
"""يهمنا أن نورد الحقائق التالية أولا عندما اخترنا مطار اللد لهبوط الطائرة انما أردنا ان يكون التحدي على أرض الصراع على أرض فلسطين وكان أسهل لنا ان نوجه الطائرة إلى أي مطار في المنطقة ونحجز ركابها ونقدم شروطنا لكننا أردناها معركة تحدي فوق أرضنا الفلسطينية",Arabic
] وعلى الرغم من شعبية متواضعة من ibm token ring في الثمانينيات والتسعينيات تقريبا جميع الشبكات المحلية الآن استخدام مرافق ethernet سلكية أو لاسلكية في طبقة الفعلية على استخدام معظم تطبيقات ethernet السلكي النحاس الملتوية زوج كابلات بما في ذلك شبكات base-t أحادية المشتركة ومع ذلك بعض تطبيقات مبكرة تستخدم الكابلات المحورية أثقل وبعض تطبيقات الأخيرة وخصوصا منها عالية السرعة استخدام الألياف البصرية [] وعندما يتم استخدام الألياف البصرية ينبغي التمييز بين الألياف المتعدد والألياف طريقة واحدة يمكن اعتبار الألياف المتعدد كأكثر سمكا من الألياف الضوئية التي أرخص لتصنيع أجهزة ولكن التي تعاني من أقل من عرض النطاق الترددي للاستخدام والتوهين أسوأ – مما يعني أداء مسافات طويلة الأكثر فقراً [] زادت قدرة فعالة لتبادل المعلومات في جميع أنحاء العالم من خلال شبكات الاتصالات السلكية واللاسلكية ذات اتجاهين من  بيتابايت من المعلومات على النحو الأمثل مضغوطة في عام  إلى بيتابايت  في  إلى  أكسا بايت مضغوط على النحو الأمثل في عام  وإلى  أكسا بايت مضغوط على النحو الأمثل في عام  [] وهذا ما يعادل إعلامية من صفحتين صحيفة للشخص الواحد يوميا في عام  وست صحف كاملة للشخص الواحد في اليوم بحلول عام  [] ونظرا لهذا النمو الاتصالات السلكية واللاسلكية تلعب دوراً متزايد أهمية في الاقتصاد العالمي وصناعة الاتصالات السلكية واللاسلكية العالمية على وشك قطاعا مبلغ  تريليون في عام  [][] إ,Arabic
«الفلسفة هي أداة الضمائر وألة الخواطر ونتائج العقل وأداة لمعرفة الأجناس والعناصر وعلم الأعراض والجواهر وعلل الأشخاص والصور واختلاف الأخلاق والطبائع والسجايا والغرائز»,Arabic
lerique jacques  hydrographie-hydrologie in geographie et cartographie du gabon atlas illustré led by the ministère de leducation nationale de la republique gabonaise pg - paris france edicef,Arabic
"بدأ التاريخ البشري للمنتزه قبل  سنة مضت على الأقل وذلك عندما بدأ السكان الأمريكيون الأصليون بالقنص وصيد الأسماك في المنطقة وقد وجد خلال إنشاء مبنى مكتب البريد في غاردينرمونتانا في الخمسينات الميلادية من القرن العشرين أن علامة قذيفة من السبج أو الزجاج يعود أصلها إلى الكلوفيس يرجع تاريخها تقريباً إلى  عام مضى و قد أستخدم هنود الباليو من ثقافة الكولفيس كميات كبيرة من أحجار السبج التي عثر عليها في المنتزه لصنع أدوات القطع والأسلحة وصنعت رؤوس السهام من السبج المأخوذ من نهر يوليستون الذي وجد في أماكن بعيدة مثل ""وادي المسيسيبي "" ويشير ذلك إلى وجود تجارة أحجار السبج العادية بين القبائل المحلية وقبائل الشرق البعيدة وفي الوقت الذي دخل فيه المستكشفون البيض المنطقة أولاً خلال حملة لويس وكلارك في عام م وواجهوا قبائل نيزبيرس و كراو وقبائل شوشون وبينما هم يعبرون المنطقة التي تعرف بمونتانا في يومنا الحاضر اطلع أفراد الحملة على منطقة يوليستون وحتى الجنوب إلا أنهم لم يستقصوا عن الأمر في عام م غادر جون كولتر العضو في حملة لويس وكلارك لينضم إلى مجموعة صيادي الفراء وبعد انفصاله عن الصيادين الآخرين في عام م مرّ كولتر بمنطقة أصبحت فيما بعد المنتزه خلال شتاء م و قد لاحظ منطقة واحدة على الأقل من المناطق الحرارية الأرضية في الجزء الشمالي الشرقي من المنتزه بالقرب من شلال البرج وبعد نجاته من الجروح التي أصيب بها في معركة مع قبائل كراو وقبائل بلاكفوت في عام م أعطى اسماً للمكان هو ""الجحيم واللعنة"" الذي رفضه معظ",Arabic
بدأ عام  بصيف ربيعي رطب على الرغم أن الوقت في الصيف وبدأ بعد ذلك الجفاف بالدخول إلى جميع أنحاء جبال روكي الشمالية مسجلا أعلى نسبة جفاف في ذلك الوقت كما أن الأعشاب والنباتات التي تنمو بشكل جيد في بداية الصيف بسبب رطوبة الربيع أنتجت الكثير من الأعشاب والتي تحولت سريعًا إلى صوفان جافة وقد بدأت خدمة الحديقة الوطنية جهودًا لجعل الحرائق تحت السيطرة ولكن الجفاف الشديد صعب عملية القمع وبين  إلى  يوليو لعام  بدأت النيران بالانتشار سريعًا من  دونم  هكتار  متر مربع خلال كامل منطقة يلوستون والتي شملت مناطق خارج الحديقة إلى  دونم  هكتار  متر مربع على أرض الحديقة وحدها وعلى نهاية الشهر كانت النيران خارج السيطرة نيران كبيرة اشتعلت في نفس الوقت وفي العشرين من اغسطس عام  ـ أسوأ يوم في الحرائق ـ استنزف أكثر من  دونم  هكتار  متر مربع وقد كانت  حرائق كبيرة مسؤولة عن ٪ من  دونم  هكتار  متر مربع والتي اشتعلت على مدى الشهرين المقبلين وقد شارك ما مجموعه  من رجال الإطفاء وقوات العسكر الأمريكية في جهود القمع بتكلفة  مليون دولار وبحلول الشتاء ساعدت الثلوج في إطفاء لهيب الماضي وكانت الحرائق قد دمرت  مبنى وتسببت في خسارة العديد من الملايين وعلى الرغم أنه لم يقتل أحد من المدنيين في الحرائق قتل اثنان م,Arabic
بدأ سعد زغلول بتشكيل الوفد وأدرك حينها أنه لو سمح للحزب الوطني إرسال مرشحيه لأرسل المغالون منهم ما كان سيجهض أي مفاوضات سعى سعد زغلول إلى ضم عناصر من الحزب الوطني من إختياره تجنبًا لأية صراعات لذا أخُتير مصطفى النحاس وحافظ عفيفي في  نوفمبر  ضمن أعضاء الوفد السبعة,Arabic
بدأ مراد حياته كأحد مماليك علي بك الكبير وكان من قادة جيوش علي بك التي ذهبت إلى الشام لضمها إلى الدولة المصرية ولكنه خان سيده وقاتل علي بك الكبير إلى أن مات على يد قوات محمد بك أبو الدهب الذي أصبح الحاكم لمصر وسعى لتثبيت الحكم العثماني واسترضاء السلطان العثماني ولكنه لم يمكث إلا ثلاثة أعوام مات بعدها فجأة ثم تولى إبراهيم بك الحكم وتقاسم بعض سلطاته مع مراد بك - دون الدخول تحت طاعة الباشا الذي عينه السلطان العثماني,Arabic
"بدأت حركة ما بعد الحداثة بالهندسة المعمارية وذلك استجابةً للميوعة المتصورة والعداء والطوباوية ""للحركة الحديثة"" فالهندسة المعمارية الحديثة كما أنشأها وطورها سادةٌ مثل والتر غروبيوس ولو كوربوزييه وفيليب جونسون كانت تركز على السعي لتحقيق الكمال والمثالية والتناغم بين الشكل والوظيفة  وطرد الحلية التافهة جادل نقاد الحداثة أن صفات الكمال والبساطة كانت صفاتٍ غير موضوعية وقاموا بالإشارة إلى المفارقات التاريخية في الفكر الحديث وتساءلوا عن مزايا فلسفتها عمارة ""ما بعد الحداثة"" القاطعة مثل أعمال مايكل جريفز ترفض فكرة وجود شكلٍ نقيٍ أو مثالي التفاصيل المعمارية وبدلا من ذلك يقوم بالجلب الواضح من جميع الأساليب والمواد والأشكال والألوان المتاحة للمهندسين المعماريين كانت هندسة ""ما بعد الحداثة"" واحدةً من الحركات الجمالية الأولى التي تعترض على ""الحداثة"" علنا بأنها عتيقة و""شمولية"" لصالح التفضيلات الشخصية والتنوع على الهدف أو الحقائق أو المبادئ الكاملة وكان هذا الجو من النقد والتشكك والتركيز على الخلاف على وضد الوحدة هو الذي يميز ""ما بعد الحداثات"" الكثيرة",Arabic
"بدأت محاكمة جون ويليمز بسبب قتله للمفتش آرثر وولز في الثاني عشر من ديسمبر من عام  في محكمة الجنايات بوجود القاضي آرثر تشانل وأثناء ذلك  وجد ويليمز وكيل قضائي الذي قام بتوكيل پاترك هيستنجز وبيكر ليمثلوا ويليمز في المحكمة وقد قام السيد فردرك لو و سيسل ويتلي بتمثيل السلطة الملكية كانت هذه المحكمة أحد أشهر المحاكم حيث تجمع الناس خارج المحكمة لمحاولة رؤية المتهمين أو المحاميين كما تم وصف المحاكمة ب""أحد أكثر المحاكمات إثارة ضمن التاريخ الحالي"" من قبل جريدة محلية",Arabic
بدا اللعب في نادى بيلا ثم انضم لناشئي النادى الأهلى ثم تصعد الفريق الأول ثم بدأ أول طريق الاحتراف في نادى فينورد الهولندى ثم توتنهام الإنجليزى ثم احترف بنادي ديربي كاونتي بدوري الدرجة الثانية الإنجليزي و انتقل بعدها إلى نادي النصر السعودي لثلاث مواسمثم انتقل للنادي الاهلي وصار كابتن الفريق و عاد إلى النصر عام  ,Arabic
برايس بالإنجليزية bryce هو برنامج نمذجة ثلاثية الأبعاد  وتصيير وتحريك رسوم متخصص في تصميم المناظر الطبيعية  تم أخذ اسم برايس من برايس كانيون وهو متنزه في الولايات المتحدة الأمريكية يحتوي على كثير من المناظر الطبيعية والتي تم محاكاتها لأول مرة عن طريق البرنامج,Arabic
بروتوكول الصوت عبر الانترنت يسمح استخدام حزم البيانات في الاتصالات الصوتية المتزامنة وتصنف رزم البيانات هنا على أنها رزم لنوع الصوت ويمكن تحديدها من قبل مسؤولي الشبكة بحيث تكون المحادثة المتزامنة في الوقت الفعلي أقل عرضة للتنافس مع الأنواع الأخرى من البيانات التي تتحمل التأجيل كما في نقل الملفات أو البريد الإلكتروني أوالبيانات التي تخزن مؤقتا الصوت والفيديو دون ضرر تحديد الاولويات هنا يجدي نفعا في حال امتلاك الشبكة القدرة الكافية لتحمل جميع مكالمات بروتوكول الصوت عبر الانترنت التي تتم بنفس الوقت ومن الشبكات التي تدعم تحديد الاولويات شبكات الشركات الخاصة ولكن الإنترنت لا تدار بشكل عام بهذه الطريقة وبالتالي يمكن أن يكون هناك اختلاف كبير في نوعية مكالمات  بروتوكول الصوت عبر الانترنت عبر الشبكة الخاصة او عبر شبكة الإنترنت العامة,Arabic
بروناي also participated in the opening ceremonies and closing ceremonies marking its first appearance at the olympic games but its delegation consisted of only one swimming official,Arabic
برن استخدام بيانات إحصائية تتعلق بالأموال لدعم أطروحته الكثير من حجته يبني على الاختفاء من أوروبا الغربية من العناصر التي قد تأتي من خارج وعلى سبيل المثال سكها العملات الذهبية الشمال من جبال الألب توقف بعد القرن السابع تشير إلى فقدان إمكانية الوصول إلى الأجزاء الأكثر ثراء في العالم ورق البردي فقط في مصر لم يعد يبدو الشمال من جبال الألب بعد القرن السابع كتابة عادت إلى استخدام جلود الحيوانات مما يشير إلى عزلة عن المناطق الأكثر ثراء,Arabic
برن القول بأن عميقة والحركات الاجتماعية الاقتصادية والثقافية والدينية الطويلة الأجل نتجت عن الأسباب الكامنة وراء عميقة وتأثر هذا الموقف مارك بلوخ والتوقعات الفرنسية حولية كلية التاريخ الاجتماعي,Arabic
برن زعيم المقاومة السلبية البلجيكية في الحرب؛ وسجنته الألمان في ألمانيا – كأسير حرب مدنية المستفادة الروسي من السجناء الآخرين وتتألف تاريخ أوروبا بعد الحرب يعكس خيبة واسعة النطاق في بلجيكا مع الثقافة الألمانية مع اتخاذ موقف مرن الذي يسمح له بانتقاد القومية الألمانية دون استبعاد الأعمال الألماني الكنسي العلمية إيمانه سابق بالتقدم الذي لا مفر منه للبشرية انهارت حيث بدأ قبول فرصة أو عارضة في تاريخ وجاء الاعتراف بأهمية الأفراد كبيرة واحدة في بعض النقاط في التاريخ,Arabic
برن تاريخ دي بلجيكا المجلد  – شدد على الطريقة التقليدية واقتصادية قوات لديها مستمدة من وفليمينغ ووالونس معا ويفترض برن مستوحاة من القومية الوطنية وحدة بلجيكية-الاجتماعية والسياسية والعرقية-التي تسبق استقلالها عام  بقرون وعلى الرغم من أن الليبرالية نفسه كتب تاريخه سبعة الحجم مع توازن البارعة أن الكاثوليك والليبراليين والاشتراكيين يمكن أن اقتبس منه مع تكافؤ احترام هذه الصحف أو أحياناً حتى في تلك التجمعات السياسية,Arabic
برن وهو أيضا المؤلف مدن العصور الوسطى أصول تلك وإحياء التجارة  كتاب استناداً إلى محاضرات ألقاها في الولايات المتحدة في عام  في هذا الكتاب وهو يدعى أن أوروبا خلال الفترة من العاشر إلى القرن الثاني عشر استعادت السيطرة على البحر الأبيض المتوسط من العالم الإسلامي وفتحت الطرق البحرية إلى الشرق وهذا يسمح بتشكيل تاجرالطبقة المتوسطة وتنمية المميزة الإقامة تلك الفئة المدينة,Arabic
برن هنري  كانون الأولديسمبر  فيرفيرس- تشرين الأولأكتوبر  أوككلي كان رائد المؤرخين البلجيكين  ميديفاليست أصل ألون وكتب تاريخ مولتيفولومي بارع لبلجيكا بالفرنسية وأصبح بطل قومي المؤرخون مواصلة المناقشة نظرياته المؤثرة عن تاريخ العصور الوسطى,Arabic
"برن كتب حجم اثنين ""تاريخ أوروبا"" ""من نهاية"" العالم الروماني في الغرب إلى البدايات الدول الغربية ورائع ولكن العمل غير مكتملة وكتب برن أثناء وجودهم في السجن في ألمانيا خلال الحرب العالمية الأولى وقد نشرتها ابنه في عام  ترجمة إلى الإنكليزية بميل برنارد كان أولاً نشرت في بريطانيا العظمى في عام  unwin وجورج الين",Arabic
برنامج أخبار الفن وهو برنامج ثقافي فني بالاساس لالقاء الضوء على أهم الأحداث الثقافية والفنية التي تحدث في مصر بما يتضمنه ذلك من أخبار الفن والإنتاج الفني والثقافي يتخلل كل حلقة مداخلات هاتفية مع مصادر الاخبار بالاضافة إلى التقارير الفنية المتميزة وأهم اللقاءات مع نجوم الفن والطرب في مصر والعالم تغطية حية ومباشرة لاهم الاحداث الفنية الخاصة والمهرجانات المصرية والعربية,Arabic
برنامج أونلاين وهو برنامج مخصص بالاساس لتسليط الضوء علي ما يبث على مواقع التواصل الاجتماعى و شبكة الانترنت من توجهات وقضايا يعرض البرنامج اقوى المشاركات على مواقع التواصل والأكثر مشاهدة وتأثيرا ,Arabic
برنامج العالم يقول هو برنامج الهدف الرئيسي منه تغطية التطورات والأحداث العالمية سواء سياسية أو اقتصادية من خلال متابعة الصحافة العالمية وما ينشر فيها هذا بالاضافة الي جولة سريعة فيما تم نشره عن مصر أو دول اخري من وجهة نظر مصرية,Arabic
برنامج الساعة السابعة حيث مع بدء انعقاد جلسات البرلمان المصري سيركز البرنامج الذي يقدمه عمرو خليل يوميا على كل ما يحدث داخل مجلس النواب ويتابع مع المشاهد لحظة بلحظة الجلسات – الاستجوابات – الكواليس – مناقشات اللجان – القوانين ونبض الحياة السياسية يبدأ البرنامج بففقرة اخبارية عن اهم واخر اخبار البرلمان  يليها فقرة حوارية تتضمن ضيوف حول اهم القضايا المطروحة في مجلس النواب لعرضها وتحليلها,Arabic
"برنامج ساعة رياضة تقديم إبراهيم فايق وهو برنامج رياضي يومي لتغطية الأحداث والأخبار الرياضية سواء محلية أو عالمية و يتناول البرنامج في كل حلقة "" قضية "" تشغل الوسط الرياضى مع شخصية رياضية مرتبطة بالقضية أو موضوع النقاش",Arabic
برنامج لازم نفهم حيث يقدم البرنامج الذي يقدمه مجدي الجلاد العديد من التحقيقات التليفزيونية والحوارات التى تتسم بالمواجهة بين المسئول والشعب وهو المتوقع دائما منه كصحفى يتسم بالمصداقية والحرفية الشديدة يناقش على مدارايام الاسبوع في كل حلقة قضية خطيرة ومهمة وتؤثر بشدة على المجتمع الآن على شكل ”تحقيق تليفزيوني مفصل“ وفي داخل الأستوديو تتم استضافة الطرفين وثيقي الصلة بهذه القضية بحيث يتم فهم جميع جوانبها وإلى أين ستقودنا الخطوة التالية فيها,Arabic
برنامج مصر العرب حيث يتناول محمد عبد الرحمن في البرنامج الشأن العربى من خلال اخبار و فقرات حوارية و خاصة القضايا المتماسة مع الشأن المصرى يبدأ البرنامج بجولة اخبار عربية تضم اهم الاحداث العربية التى لها اتصال بالشأن المصري يليها فقرة حوارية تضم ضيف او اكثر لمناقشة اهم حدث عربى ثم فقرة تحليلية تضم ضيف او اكثر حيث يقوم المذيع من خلال الفقرة بتحليل الوضع العربي من خلال متابعة لاهم الاخبار,Arabic
برنامج كلام الناس وهو برنامج يهدف الى ربط المشاهد المصري بهذه الفقرة من خلال طرح حوارى يعتمد على المشاركات الهاتفية التي تتلقاها ريهام إبراهيم وشبكات التواصل الاجتماعى حول قضية او مشكلة ما ينشغل بها الرأى العام وسيتم التركيز فى البرنامج على القضايا التى تمس حياة المواطن بشكل مباشر وتشكل جزءا كبيرا من اهتماماته الحياتية,Arabic
بارو بفتح الراء والواو قرية صغيرة تقع أسفل هضبة بارو تتبع ناحية كوخرد بالفارسية بخش كوخرد من توابع مدينة بستك في محافظة هرمزگان في جنوب إيران وكلمة « بارو» بمعنى سور القلعة أو حصار وكذلك « بارور» تعني الشجرة المثرة فارسي معرب,Arabic
باجو كبايا بالملايو baju kebaya هو نوع من الزي الملايوي للنساء يتكون من قميص نسائي وعادة تكون ضيقة ملتصقة بالجسم من منطقة الصدر إلى الخصر وعريضة نسبيا من أدنى الخصر إلى مبدأ الفخذين أما التنورة فعادة ما تكون مشقوقة من الأسفل إلى دون الركبتين أو تكون من قماش غير مخيط بطول مترين أو ثلاثة أمتار يلف حول الخصر والكلمة مأخوذة من كلمة عباءة العربية,Arabic
"باختصار والاطروحة برن تلاحظ أن في القرن التاسع تجارة المسافات الطويلة على انحسار منخفضة؛ المستوطنات الوحيدة التي لم تكن زراعية بحتة المراكز الكنسية والعسكرية والإدارية بمثابة الطبقات الحاكمة الإقطاعية القلاع والمقاعد أيامه والمناطق ومساكن الملكي عرضية من جوالة بالاتيوم وعندما أحياء التجارة في أواخر القرن العاشر والحادي عشر التجار والحرفيين استخلصت أن المراكز الموجودة تشكيل الضواحي التي تركزت فيها التجارة والسلع المصنعة وكانت هذه ""الرجل الجديد"" خارج هيكل الإقطاعية الذين يعيشون على الأطراف النظام القائم الأساسية الإقطاعية ظلت ثابتة وخامل وجاء وقت عندما الطبقة التجارية النامية كانت قوية بما يكفي لرمي قبالة التزامات الإقطاعية أو شراء امتيازات النظام القديم برن يتناقض مع عنصر جديد في العديد من الطرق وشكلت القادة بين الطبقة التجارية من البرجوازية باتريسياتي في القوة الاقتصادية والسياسية بين أيدي الذين جاءت إلى التركيز على",Arabic
"باختياره اسم فرنسيس كان البابا أول حبر منذ عهد البابا لاندو  -  لا يختار اسمًا استعمله أحد أسلافه كما كان أول بابا يتسمى باسم فرنسيس التسمية جاءت تأسيًا بالقديس فرنسيس الأسيزي الذي ""لعب دورًا هامًا في تاريخ الكنيسة الكاثوليكية"" صحيفة التلغراف قالت ""إن اختيار البابا لهذا الاسم بالذات يكشف عن الخلفية التي جاء منها وطريقته المتوقعة لإدارة الكنيسة ولكنه في الوقت ذاته صعّب من مهمته في المرحلة المقبلة  إذ يعرف القديس فرنسيس الذي بزغ اسمه في القرن الثالث عشر بأنه كان من أتباع التيار الإصلاحي في الكنيسة وقد ترك حياة الترف واختار حياة الزهد تاركًا عائلته وأصدقاءه وبدأ بالدعوة إلى مساعدة الفقراء ونادى بإعادة بناء الكنيسة"" وقد أشار الأب غيليرمو ماركو أقرب مساعدي البابا أنه اختار ""هذا الاسم من أجل محاربة الفقر فلطالما كان من كبار المعجبين بفرنسيس الاسيزي"" كذلك الأمر فإن البابا بوصفه راهبًا يسوعيًا يأتي اختياره اسم فرنسيس تكريمًا للقديس فرنسيس كسفاريوس الإسباني وأحد مؤسسي الرهبنة اليسوعية التي ينتسب إليها البابا خلال لقاءه مع الصحفيين والإعلاميين بعيد انتخابه قال البابا أن الاسم الذي اختاره على اسم القديس فرنسيس الأسيزي المدافع عن الفقراء وقال البابا أنه يريد ""كنيسة فقيرة وتدافع عن الفقراء"" وأشار أيضًا إلى القديس فرنسيس بوصفه رجلاً يدافع عن السلام في عالم تتقاذفه الحروب"" وعن دفاعه ومحبته للطبيعة في عالم يتجه نحو التلوث",Arabic
باستخدام خطوط الطول استطاع العلماء حساب الزمن في مدينة معينة بمعرفة زمن مدينة أخرى وكذلك خط طولها وذلك باستخدام الخواص التالية لخطوط الطول استطاعوا حساب,Arabic
بالنسبة للإنترنت يمكن أن يختلف بروتوكول الربط المادي وبروتوكول وصلة البيانات كلما تجاوزت الحزم العالم ويرجع ذلك إلى أن الإنترنت لا تضع أي قيود على ما يستخدم بروتوكول الربط المادي أوبروتوكول وصلة البيانات وهذا يؤدي إلى اعتماد وسائل الإعلام والبروتوكولات التي تناسب وضع الشبكة المحلية وفي الممارسة العملية فإن معظم الاتصالات العابرة للقارات ستستخدم بروتوكول أسلوب النقل غير المتزامن atm او المعادل الحديث على رأس الألياف البصرية وذلك لأن في معظم الاتصالات عبر القارات تتقاسم الإنترنت نفس البنية التحتية لشبكة الهاتف العامة المتغيرة,Arabic
بختيارى سعيد « اتواطلس إيران »  “ مؤسسه جغرافيايى وكارتگرافى گيتا شناسى بهار  خورشيدى[atlas gitashenasi ostanhai iran] gitashenasi province atlas of iran,Arabic
بعد أن جاب العالم تمتّع كابرال بالشهرة في بلاده في بدايات عقد الثمانينات عندما طالبت إذاعة الأرجنتين بزيادة المحتوى المحلّي بعد حرب الفوكلاند كان يحظى بشعبية هائلة في جميع دول أمريكا اللاتينية حيث قام بحفلات في كل من بيرو والمكسيك التي وصفها بأنها وطنه الثاني فقد كانت تذاكر حفلاته تباع بمجرد طرحها في الأسواق قبل إقامة الحفلات بزمن طويل عُيّن كابرال سفيراً للنوايا الحسنة رسول السلام من قبل اليونسكو عام ,Arabic
"بعد أن تم استدعاء بعض من الشهود الثانويين مثل سائق سيارة الأجرة وصاحب المنبى الذي يسكن فيه ويليمز وسيمور  استدعى الإدعاء ادجر پاور شهد پاور على أن ويليمز كان يفتخر بإطلاق النار على وولز بعد أن قام ادجر بالسخرية من اداءه في استخدام السلاح وفق كلام پاور فإن ويليمز قال مجيبا على هذه السخرية ""كانت تلك طلقة جيدة"" وكان يقصد بذلك الطلقة التي قتلت المفتش وولز قام محام ويليمز يوصف ادجر لاحقا فقد قال ""أنه أكثر شخص دنيء قابلته في حياتي"" كما أوضح أُثناء الاستجواب أن پاور قد قام بخيانة أقرب أصدقائه  ويليمز وسيمور",Arabic
بعد إطلاقه في عام  بـطاقة سعة  ميغاواط أصبحت المحطة سابع محطة للطاقة الشمسية في العالم بعد المحطات الخمسة الأمريكية الأولى ومحطة سولابين الإسبانية,Arabic
بعد إعلان استقلال جنوب اليمن من الاستعمار البريطاني  في  وقعت أول حرب يمنية جنوبية مع السعودية عندما أستولت السعودية على إقليمي الوديعة والشروه اليمنيين ,Arabic
بعد ثلاث سنوات قرر برجوليو الولوج في السلك الكنسي وله من العمر  عامًا فانضمّ إلى الرهبنة اليسوعية في  مارس  ودرس العلوم الإنسانية واللاهوتية في سانتياغو في تشيلي وأشهر نذوره الرهبانية في  مارس  ليغدو بذلك عضوًا رسميًا عاملاً في الرهبنة بعد إنهاء دراساته الأولى في تشيلي عاد إلى الأرجنتين ليتابع دراساته في الفلسفة واللاهوت في المعهد الإكليركي في ديفيتو فيلا ثم في جامعة سان ماكسيمو دي مغيل والتي حصل منها على البكالوريوس وتابع دراساته في الأدب وعلم النفس بين عامي  -  في جامعة ديلا أنماكيولادا في سانتا في وتخرج منها,Arabic
